ticket_id,created_date,channel,category,customer_segment,region,agent,resolution_hours,status,csat_score
100981,2026-02-06,Email,Complaint,Corporate,Medan,A15,18.9,Resolved,3
100982,2026-02-06,WhatsApp,Loyalty/Account,Leisure,Bali,A10,2.2,Resolved,4
100983,2026-02-06,WhatsApp,Flight Delay,Business,Makassar,A13,8.2,Resolved,3
100984,2026-02-06,App,Baggage Issue,Business,Bali,A01,12.7,Resolved,5
100985,2026-02-06,WhatsApp,Cancellation,Business,Makassar,A05,11.1,Resolved,5
100986,2026-02-06,WhatsApp,Baggage Issue,Leisure,Jakarta,A10,26.4,Resolved,1
100987,2026-02-06,App,Refund Request,First-time,Makassar,A12,40.8,Resolved,5
100988,2026-02-06,Call Center,Booking Change,Leisure,Medan,A10,6.9,Resolved,4
100989,2026-02-06,Call Center,Loyalty/Account,Business,Bali,A05,2.5,Resolved,5
100990,2026-02-07,Call Center,Flight Delay,Business,Jakarta,A09,4.4,Resolved,4
100991,2026-02-07,Email,Refund Request,Leisure,Surabaya,A14,25.5,Resolved,5
100992,2026-02-07,WhatsApp,Booking Change,Leisure,Bali,A07,6.6,Resolved,4
100993,2026-02-07,Email,Refund Request,Corporate,Makassar,A11,18.5,Resolved,5
100994,2026-02-07,WhatsApp,Loyalty/Account,Business,Surabaya,A03,4.8,Resolved,4
100995,2026-02-07,Email,Loyalty/Account,Leisure,Surabaya,A08,4.9,Resolved,1
100996,2026-02-07,App,Booking Change,First-time,Jakarta,A06,6.3,Resolved,5
100997,2026-02-07,Call Center,Booking Change,Corporate,Bali,A05,5.8,Resolved,3
100998,2026-02-07,Web,Flight Delay,Corporate,Bali,A03,13.1,Resolved,4
100999,2026-02-07,App,Booking Change,Corporate,Jakarta,A07,3.9,Resolved,5
101000,2026-02-07,WhatsApp,Refund Request,Business,Surabaya,A11,31.2,Resolved,5
101001,2026-02-07,WhatsApp,Flight Delay,Corporate,Jakarta,A11,8.6,Resolved,5
101002,2026-02-07,App,Booking Change,First-time,Bali,A14,4.3,Resolved,5
101003,2026-02-07,App,Baggage Issue,Corporate,Makassar,A11,13.6,Resolved,4
101004,2026-02-07,WhatsApp,Booking Change,Business,Medan,A15,5.4,Open,
101005,2026-02-07,Call Center,Baggage Issue,Business,Jakarta,A13,21.7,Resolved,4
101006,2026-02-07,WhatsApp,Booking Change,Corporate,Medan,A01,10.3,Resolved,1
101007,2026-02-07,App,Refund Request,Business,Medan,A14,18.4,Resolved,2
101008,2026-02-07,Web,Flight Delay,Corporate,Surabaya,A05,11.2,Resolved,5
101009,2026-02-07,WhatsApp,Loyalty/Account,Business,Jakarta,A06,5.1,Resolved,5
101010,2026-02-07,Email,Booking Change,Corporate,Bali,A14,9.4,Resolved,5
101011,2026-02-07,WhatsApp,Refund Request,Business,Medan,A13,0.7,Resolved,5
101012,2026-02-07,App,Flight Delay,Leisure,Medan,A07,11.7,Resolved,1
101013,2026-02-07,WhatsApp,Booking Change,Leisure,Surabaya,A11,6.4,Resolved,5
101014,2026-02-07,Call Center,Baggage Issue,Business,Surabaya,A09,12.0,Resolved,3
101015,2026-02-07,Email,Flight Delay,First-time,Makassar,A01,17.4,Resolved,5
101016,2026-02-07,Email,Loyalty/Account,Leisure,Jakarta,A05,4.0,Resolved,2
101017,2026-02-07,WhatsApp,Refund Request,Corporate,Surabaya,A14,26.3,Resolved,4
101018,2026-02-07,Web,Refund Request,First-time,Jakarta,A12,29.8,Resolved,5
101019,2026-02-07,Call Center,Flight Delay,Corporate,Bali,A13,11.0,Resolved,5
101020,2026-02-08,Web,Flight Delay,Corporate,Jakarta,A11,8.3,Resolved,4
101021,2026-02-08,Email,Booking Change,Leisure,Surabaya,A09,9.0,Resolved,3
101022,2026-02-08,App,Complaint,Leisure,Makassar,A15,14.8,Resolved,4
101023,2026-02-08,WhatsApp,Baggage Issue,Corporate,Medan,A06,7.6,Resolved,2
101024,2026-02-08,Email,Booking Change,Corporate,Surabaya,A01,9.0,Resolved,5
101025,2026-02-08,App,Refund Request,Corporate,Surabaya,A14,22.3,Resolved,5
101026,2026-02-08,Call Center,Flight Delay,Corporate,Jakarta,A08,9.3,Resolved,4
101027,2026-02-08,App,Booking Change,Business,Medan,A14,5.5,Resolved,5
101028,2026-02-08,WhatsApp,Cancellation,Business,Jakarta,A03,14.6,Resolved,5
101029,2026-02-08,Call Center,Loyalty/Account,Business,Makassar,A04,4.2,Resolved,3
101030,2026-02-08,Email,Baggage Issue,First-time,Jakarta,A11,16.7,Resolved,4
101031,2026-02-08,Email,Complaint,Corporate,Medan,A05,32.4,Resolved,4
101032,2026-02-08,Call Center,Booking Change,Business,Jakarta,A15,8.0,Resolved,4
101033,2026-02-08,App,Booking Change,Business,Bali,A15,5.5,Resolved,1
101034,2026-02-08,Web,Flight Delay,Leisure,Surabaya,A03,11.5,Resolved,5
101035,2026-02-08,Email,Baggage Issue,Leisure,Medan,A13,30.7,Resolved,1
101036,2026-02-08,Call Center,Refund Request,First-time,Surabaya,A14,33.2,Open,
101037,2026-02-08,WhatsApp,Refund Request,Business,Jakarta,A10,25.0,Resolved,5
101038,2026-02-08,Call Center,Loyalty/Account,Leisure,Medan,A15,4.3,Resolved,5
101039,2026-02-08,Call Center,Booking Change,First-time,Jakarta,A10,5.4,Resolved,4
101040,2026-02-08,App,Refund Request,First-time,Medan,A10,26.8,Resolved,5
101041,2026-02-08,Email,Baggage Issue,Leisure,Medan,A08,22.2,Resolved,5
101042,2026-02-08,WhatsApp,Loyalty/Account,Leisure,Medan,A06,0.8,Resolved,5
101043,2026-02-08,Web,Booking Change,Leisure,Makassar,A15,2.9,Resolved,5
101044,2026-02-08,Web,Cancellation,First-time,Surabaya,A03,7.5,Resolved,5
101045,2026-02-08,Call Center,Refund Request,First-time,Makassar,A05,17.0,Resolved,5
101046,2026-02-08,App,Baggage Issue,Corporate,Bali,A09,13.5,Resolved,4
101047,2026-02-09,Call Center,Refund Request,Leisure,Medan,A04,47.0,Resolved,5
101048,2026-02-09,WhatsApp,Booking Change,First-time,Medan,A12,5.5,Resolved,4
101049,2026-02-09,Call Center,Loyalty/Account,Corporate,Medan,A03,6.6,Resolved,3
101050,2026-02-09,Email,Loyalty/Account,Business,Surabaya,A10,6.0,Resolved,4
101051,2026-02-09,Web,Cancellation,Corporate,Medan,A07,14.9,Resolved,5
101052,2026-02-09,Call Center,Booking Change,Leisure,Surabaya,A08,12.7,Resolved,1
101053,2026-02-09,Web,Cancellation,Leisure,Jakarta,A04,9.4,Resolved,5
101054,2026-02-09,Web,Complaint,Business,Surabaya,A01,30.6,Resolved,5
101055,2026-02-09,App,Booking Change,Business,Medan,A06,7.9,Resolved,1
101056,2026-02-09,App,Baggage Issue,First-time,Jakarta,A03,15.6,Resolved,5
101057,2026-02-09,Call Center,Booking Change,First-time,Bali,A10,2.9,Resolved,4
101058,2026-02-09,Call Center,Baggage Issue,Corporate,Surabaya,A04,22.4,Open,
101059,2026-02-09,WhatsApp,Complaint,Business,Makassar,A15,8.6,Resolved,4
101060,2026-02-09,Email,Baggage Issue,Business,Makassar,A13,18.8,Resolved,3
101061,2026-02-09,Call Center,Refund Request,First-time,Surabaya,A12,17.0,Resolved,5
101062,2026-02-09,App,Refund Request,First-time,Makassar,A04,43.2,Resolved,5
101063,2026-02-09,Call Center,Complaint,First-time,Surabaya,A07,33.6,Resolved,4
101064,2026-02-09,Call Center,Flight Delay,Business,Jakarta,A08,8.0,Resolved,5
101065,2026-02-10,Email,Flight Delay,Corporate,Medan,A08,7.8,Resolved,5
101066,2026-02-10,Call Center,Booking Change,First-time,Surabaya,A11,6.9,Resolved,1
101067,2026-02-10,Web,Refund Request,Leisure,Bali,A02,38.3,Resolved,5
101068,2026-02-10,Call Center,Baggage Issue,Corporate,Bali,A04,22.6,Resolved,1
101069,2026-02-10,Call Center,Loyalty/Account,Corporate,Jakarta,A05,5.2,Resolved,4
101070,2026-02-10,WhatsApp,Baggage Issue,Leisure,Medan,A13,6.7,Resolved,4
101071,2026-02-10,Web,Refund Request,Business,Medan,A09,17.0,Resolved,3
101072,2026-02-10,Web,Refund Request,Leisure,Bali,A07,22.1,Resolved,4
101073,2026-02-10,App,Booking Change,First-time,Makassar,A06,9.1,Resolved,1
101074,2026-02-10,Web,Flight Delay,Corporate,Bali,A07,19.5,Resolved,1
101075,2026-02-10,WhatsApp,Cancellation,Corporate,Bali,A01,9.1,Resolved,1
101076,2026-02-10,Web,Loyalty/Account,First-time,Medan,A07,3.8,Resolved,5
101077,2026-02-10,Email,Flight Delay,Corporate,Makassar,A11,13.7,Resolved,4
101078,2026-02-10,Web,Booking Change,First-time,Jakarta,A04,5.3,Resolved,1
101079,2026-02-10,WhatsApp,Refund Request,Business,Bali,A02,19.0,Open,
101080,2026-02-10,Web,Refund Request,First-time,Medan,A02,33.2,Resolved,5
101081,2026-02-10,Web,Cancellation,First-time,Surabaya,A14,11.2,Resolved,4
101082,2026-02-10,Web,Baggage Issue,Corporate,Makassar,A09,25.4,Resolved,4
101083,2026-02-11,App,Booking Change,Business,Medan,A14,2.5,Resolved,3
101084,2026-02-11,WhatsApp,Complaint,First-time,Medan,A01,34.3,Resolved,5
101085,2026-02-11,Call Center,Loyalty/Account,First-time,Bali,A07,1.8,Resolved,5
101086,2026-02-11,Email,Loyalty/Account,First-time,Medan,A15,2.1,Resolved,4
101087,2026-02-11,Web,Booking Change,Leisure,Surabaya,A05,8.2,Resolved,5
101088,2026-02-11,Email,Cancellation,Business,Medan,A13,6.7,Resolved,2
101089,2026-02-11,Call Center,Booking Change,Leisure,Makassar,A07,4.3,Resolved,5
101090,2026-02-11,Call Center,Booking Change,First-time,Medan,A12,6.6,Resolved,5
101091,2026-02-11,Web,Booking Change,Corporate,Jakarta,A06,4.7,Resolved,5
101092,2026-02-11,Email,Baggage Issue,First-time,Surabaya,A14,10.9,Resolved,5
101093,2026-02-11,Call Center,Complaint,Leisure,Surabaya,A02,14.7,Resolved,4
101094,2026-02-11,Call Center,Baggage Issue,Business,Medan,A03,16.5,Resolved,5
101095,2026-02-11,App,Baggage Issue,Business,Medan,A14,12.2,Resolved,4
101096,2026-02-11,App,Booking Change,Corporate,Medan,A10,3.8,Open,
101097,2026-02-11,Call Center,Cancellation,Business,Surabaya,A15,10.1,Resolved,1
101098,2026-02-11,Web,Refund Request,Business,Jakarta,A15,35.2,Resolved,1
101099,2026-02-11,Email,Baggage Issue,Business,Jakarta,A09,23.0,Resolved,5
101100,2026-02-11,App,Booking Change,First-time,Medan,A04,7.3,Resolved,5
101101,2026-02-11,App,Booking Change,First-time,Bali,A07,6.4,Resolved,5
101102,2026-02-11,Web,Baggage Issue,Leisure,Jakarta,A07,22.9,Resolved,3
101103,2026-02-11,WhatsApp,Loyalty/Account,Leisure,Makassar,A03,4.0,Resolved,4
101104,2026-02-12,Web,Baggage Issue,Business,Bali,A11,21.2,Resolved,3
101105,2026-02-12,Call Center,Loyalty/Account,First-time,Jakarta,A01,2.4,Resolved,4
101106,2026-02-12,App,Refund Request,Leisure,Surabaya,A10,20.0,Resolved,5
101107,2026-02-12,WhatsApp,Refund Request,First-time,Surabaya,A02,40.8,Resolved,5
101108,2026-02-12,WhatsApp,Booking Change,Leisure,Surabaya,A08,6.9,Resolved,5
101109,2026-02-12,Email,Refund Request,Leisure,Makassar,A11,37.7,Resolved,2
101110,2026-02-12,App,Refund Request,Business,Makassar,A15,11.5,Resolved,3
101111,2026-02-12,Email,Complaint,Business,Makassar,A09,19.5,Open,
101112,2026-02-12,App,Complaint,Leisure,Surabaya,A11,33.3,Resolved,1
101113,2026-02-12,WhatsApp,Booking Change,Business,Makassar,A14,6.5,Resolved,5
101114,2026-02-12,Web,Flight Delay,Business,Surabaya,A07,8.9,Resolved,5
101115,2026-02-12,Call Center,Refund Request,First-time,Surabaya,A14,31.0,Resolved,5
101116,2026-02-12,WhatsApp,Booking Change,First-time,Medan,A10,5.0,Resolved,3
101117,2026-02-12,Email,Complaint,First-time,Jakarta,A07,33.8,Resolved,3
101118,2026-02-12,Email,Booking Change,Business,Bali,A08,2.8,Resolved,5
101119,2026-02-12,Call Center,Baggage Issue,First-time,Jakarta,A03,17.0,Resolved,5
101120,2026-02-12,Email,Complaint,Corporate,Medan,A15,17.8,Resolved,5
101121,2026-02-12,Call Center,Cancellation,First-time,Medan,A11,11.5,Resolved,1
101122,2026-02-12,Email,Booking Change,Business,Surabaya,A05,5.9,Resolved,3
101123,2026-02-12,App,Refund Request,First-time,Bali,A11,20.5,Resolved,5
101124,2026-02-12,Web,Loyalty/Account,Corporate,Jakarta,A05,5.1,Resolved,1
101125,2026-02-12,WhatsApp,Booking Change,Business,Makassar,A11,6.2,Resolved,4
101126,2026-02-12,App,Loyalty/Account,First-time,Makassar,A09,3.8,Resolved,2
101127,2026-02-12,Call Center,Booking Change,First-time,Bali,A09,9.4,Resolved,4
101128,2026-02-13,WhatsApp,Cancellation,Leisure,Jakarta,A13,8.8,Resolved,3
101129,2026-02-13,Call Center,Refund Request,Business,Medan,A01,52.0,Open,
101130,2026-02-13,Email,Booking Change,First-time,Makassar,A11,5.6,Resolved,5
101131,2026-02-13,Web,Booking Change,Business,Surabaya,A08,8.4,Resolved,1
101132,2026-02-13,Web,Booking Change,Leisure,Surabaya,A05,11.3,Resolved,1
101133,2026-02-13,App,Flight Delay,Leisure,Surabaya,A05,14.1,Resolved,5
101134,2026-02-13,App,Refund Request,First-time,Jakarta,A01,33.2,Resolved,1
101135,2026-02-13,Web,Baggage Issue,Leisure,Jakarta,A09,19.8,Resolved,1
101136,2026-02-13,Call Center,Refund Request,First-time,Medan,A10,18.8,Resolved,5
101137,2026-02-13,Call Center,Loyalty/Account,Corporate,Surabaya,A11,2.2,Resolved,3
101138,2026-02-13,Email,Complaint,Leisure,Medan,A12,31.9,Resolved,1
101139,2026-02-13,Call Center,Booking Change,Leisure,Makassar,A12,6.0,Resolved,3
101140,2026-02-13,App,Complaint,First-time,Surabaya,A11,16.7,Resolved,3
101141,2026-02-13,Call Center,Booking Change,Corporate,Jakarta,A11,2.9,Resolved,5
101142,2026-02-13,App,Booking Change,First-time,Medan,A12,7.1,Resolved,3
101143,2026-02-13,Email,Cancellation,Leisure,Surabaya,A13,16.5,Resolved,1
101144,2026-02-13,Email,Flight Delay,First-time,Jakarta,A11,16.7,Resolved,5
101145,2026-02-13,Email,Booking Change,Leisure,Jakarta,A12,11.4,Resolved,3
101146,2026-02-13,App,Refund Request,Corporate,Medan,A11,35.0,Resolved,4
101147,2026-02-13,Web,Cancellation,Leisure,Bali,A15,1.9,Resolved,5
101148,2026-02-13,Email,Loyalty/Account,First-time,Makassar,A13,2.3,Resolved,5
101149,2026-02-13,Call Center,Refund Request,Leisure,Jakarta,A12,23.5,Resolved,4
101150,2026-02-13,WhatsApp,Booking Change,Corporate,Medan,A12,5.2,Open,
101151,2026-02-13,Email,Booking Change,Business,Medan,A06,6.6,Resolved,5
101152,2026-02-13,Email,Baggage Issue,Business,Jakarta,A01,5.2,Resolved,5
101153,2026-02-13,Email,Booking Change,Corporate,Surabaya,A11,2.9,Resolved,4
101154,2026-02-13,Call Center,Complaint,Leisure,Makassar,A05,27.6,Resolved,3
101155,2026-02-13,Email,Refund Request,First-time,Surabaya,A05,26.7,Resolved,5
101156,2026-02-13,App,Complaint,Business,Surabaya,A15,15.1,Resolved,5
101157,2026-02-13,Web,Flight Delay,First-time,Bali,A01,7.8,Resolved,2
101158,2026-02-14,Call Center,Refund Request,Leisure,Makassar,A05,26.8,Resolved,5
101159,2026-02-14,Web,Complaint,First-time,Jakarta,A06,24.2,Resolved,2
101160,2026-02-14,WhatsApp,Cancellation,First-time,Surabaya,A03,4.7,Resolved,5
101161,2026-02-14,Web,Loyalty/Account,Business,Surabaya,A12,3.1,Resolved,5
101162,2026-02-14,Email,Complaint,Business,Medan,A11,16.6,Resolved,2
101163,2026-02-14,App,Booking Change,First-time,Surabaya,A02,9.5,Resolved,1
101164,2026-02-14,App,Baggage Issue,First-time,Surabaya,A02,16.7,Resolved,5
101165,2026-02-14,App,Cancellation,Business,Medan,A13,2.8,Resolved,5
101166,2026-02-14,App,Flight Delay,Leisure,Jakarta,A02,14.0,Resolved,3
101167,2026-02-14,WhatsApp,Loyalty/Account,Business,Jakarta,A10,5.8,Resolved,5
101168,2026-02-14,Email,Baggage Issue,First-time,Medan,A05,17.3,Resolved,5
101169,2026-02-14,App,Booking Change,Business,Medan,A07,3.2,Resolved,5
101170,2026-02-14,App,Flight Delay,Leisure,Surabaya,A03,9.9,Resolved,4
101171,2026-02-14,App,Booking Change,First-time,Bali,A01,7.1,Resolved,4
101172,2026-02-14,App,Complaint,Leisure,Jakarta,A09,28.7,Resolved,1
101173,2026-02-14,Call Center,Booking Change,Leisure,Surabaya,A01,8.7,Resolved,2
101174,2026-02-14,WhatsApp,Flight Delay,First-time,Bali,A15,10.1,Resolved,5
101175,2026-02-14,App,Flight Delay,Business,Jakarta,A04,14.6,Resolved,5
101176,2026-02-14,Call Center,Booking Change,Business,Makassar,A05,6.3,Resolved,4
101177,2026-02-14,Email,Booking Change,Corporate,Bali,A11,8.0,Resolved,5
101178,2026-02-14,Web,Flight Delay,Business,Makassar,A02,9.2,Resolved,5
101179,2026-02-14,WhatsApp,Baggage Issue,Business,Bali,A11,12.8,Resolved,3
101180,2026-02-14,App,Refund Request,First-time,Medan,A10,18.5,Resolved,5
101181,2026-02-14,Call Center,Flight Delay,First-time,Jakarta,A11,20.9,Resolved,5
101182,2026-02-14,App,Complaint,Corporate,Jakarta,A07,35.2,Resolved,5
101183,2026-02-14,WhatsApp,Loyalty/Account,Leisure,Surabaya,A12,5.5,Resolved,5
101184,2026-02-14,Call Center,Refund Request,Corporate,Makassar,A10,18.7,Resolved,5
101185,2026-02-14,Call Center,Refund Request,First-time,Surabaya,A13,28.3,Resolved,4
101186,2026-02-14,Web,Complaint,First-time,Makassar,A05,0.5,Open,
101187,2026-02-14,Web,Flight Delay,Business,Surabaya,A07,8.5,Resolved,4
101188,2026-02-14,Email,Refund Request,Business,Makassar,A12,26.1,Resolved,5
101189,2026-02-14,Call Center,Refund Request,First-time,Makassar,A05,43.9,Resolved,1
101190,2026-02-14,Email,Refund Request,Leisure,Bali,A13,25.7,Resolved,5
101191,2026-02-14,Web,Booking Change,Business,Jakarta,A10,9.7,Resolved,3
101192,2026-02-14,Web,Complaint,First-time,Makassar,A08,29.6,Resolved,3
101193,2026-02-14,App,Baggage Issue,Leisure,Medan,A10,23.0,Open,
101194,2026-02-15,WhatsApp,Cancellation,Corporate,Surabaya,A11,17.0,Resolved,2
101195,2026-02-15,App,Loyalty/Account,Business,Surabaya,A06,5.0,Resolved,4
101196,2026-02-15,Call Center,Refund Request,Corporate,Jakarta,A15,17.8,Resolved,3
101197,2026-02-15,Call Center,Complaint,Leisure,Bali,A08,22.2,Resolved,4
101198,2026-02-15,App,Booking Change,Corporate,Makassar,A15,7.6,Resolved,3
101199,2026-02-15,WhatsApp,Flight Delay,Corporate,Jakarta,A08,9.9,Open,
101200,2026-02-15,Call Center,Loyalty/Account,Business,Medan,A01,5.3,Resolved,4
101201,2026-02-15,App,Booking Change,Business,Medan,A15,4.6,Resolved,5
101202,2026-02-15,Email,Refund Request,Corporate,Bali,A15,30.6,Resolved,2
101203,2026-02-15,Web,Booking Change,First-time,Medan,A03,4.4,Resolved,3
101204,2026-02-15,App,Booking Change,Business,Bali,A03,8.0,Resolved,2
101205,2026-02-15,Email,Loyalty/Account,Business,Surabaya,A11,4.8,Resolved,4
101206,2026-02-15,Email,Cancellation,Business,Bali,A09,9.8,Resolved,3
101207,2026-02-15,App,Complaint,Business,Jakarta,A13,29.5,Resolved,2
101208,2026-02-15,WhatsApp,Refund Request,Corporate,Medan,A12,30.9,Open,
101209,2026-02-15,App,Flight Delay,Corporate,Medan,A13,6.0,Resolved,5
101210,2026-02-15,Web,Refund Request,Leisure,Bali,A11,37.2,Resolved,5
101211,2026-02-15,WhatsApp,Cancellation,Leisure,Makassar,A03,13.0,Resolved,5
101212,2026-02-15,Call Center,Booking Change,First-time,Jakarta,A04,10.4,Resolved,3
101213,2026-02-15,Email,Baggage Issue,Leisure,Jakarta,A07,7.0,Resolved,5
101214,2026-02-15,Email,Flight Delay,Leisure,Makassar,A11,10.8,Open,
101215,2026-02-15,Call Center,Booking Change,Corporate,Bali,A12,4.2,Open,
101216,2026-02-15,Web,Booking Change,Leisure,Bali,A05,7.0,Resolved,1
101217,2026-02-15,Email,Booking Change,Business,Bali,A06,5.4,Resolved,4
101218,2026-02-15,Call Center,Cancellation,Business,Bali,A12,11.7,Resolved,2
101219,2026-02-15,Call Center,Baggage Issue,Corporate,Surabaya,A04,15.3,Resolved,4
101220,2026-02-15,Web,Baggage Issue,Leisure,Makassar,A04,16.4,Resolved,1
101221,2026-02-15,Email,Booking Change,Corporate,Bali,A13,7.1,Open,
101222,2026-02-15,Call Center,Booking Change,Corporate,Makassar,A15,9.7,Resolved,2
101223,2026-02-15,Email,Booking Change,First-time,Jakarta,A07,0.5,Resolved,5
101224,2026-02-16,App,Cancellation,Business,Bali,A10,8.5,Resolved,1
101225,2026-02-16,WhatsApp,Booking Change,First-time,Medan,A14,5.1,Resolved,5
101226,2026-02-16,WhatsApp,Baggage Issue,First-time,Medan,A05,17.8,Resolved,5
101227,2026-02-16,Email,Baggage Issue,Leisure,Makassar,A09,15.7,Resolved,5
101228,2026-02-16,Web,Cancellation,Leisure,Surabaya,A01,5.3,Resolved,5
101229,2026-02-16,Call Center,Baggage Issue,Corporate,Surabaya,A14,20.6,Resolved,2
101230,2026-02-16,WhatsApp,Flight Delay,Leisure,Bali,A06,5.3,Resolved,3
101231,2026-02-16,Email,Loyalty/Account,Corporate,Surabaya,A15,2.9,Open,
101232,2026-02-16,Call Center,Complaint,Corporate,Surabaya,A03,18.5,Resolved,5
101233,2026-02-16,Call Center,Baggage Issue,Leisure,Medan,A14,11.1,Resolved,5
101234,2026-02-16,Email,Refund Request,Business,Makassar,A03,18.4,Resolved,4
101235,2026-02-16,App,Flight Delay,Business,Medan,A08,13.3,Resolved,5
101236,2026-02-16,App,Flight Delay,Business,Bali,A05,14.8,Resolved,5
101237,2026-02-16,Web,Refund Request,Business,Jakarta,A02,18.2,Resolved,5
101238,2026-02-16,WhatsApp,Cancellation,Business,Jakarta,A02,12.0,Resolved,5
101239,2026-02-16,Web,Complaint,Leisure,Surabaya,A13,28.6,Resolved,5
101240,2026-02-16,Call Center,Loyalty/Account,Leisure,Makassar,A14,4.4,Resolved,5
101241,2026-02-16,Call Center,Flight Delay,First-time,Surabaya,A06,8.4,Resolved,5
101242,2026-02-16,App,Flight Delay,Leisure,Jakarta,A09,12.5,Resolved,4
101243,2026-02-16,Web,Complaint,Business,Jakarta,A01,25.4,Resolved,5
101244,2026-02-16,Email,Loyalty/Account,First-time,Jakarta,A03,5.6,Resolved,5
101245,2026-02-16,App,Loyalty/Account,Corporate,Bali,A10,3.2,Resolved,5
101246,2026-02-16,Email,Booking Change,Business,Surabaya,A09,8.0,Resolved,5
101247,2026-02-17,Call Center,Booking Change,Corporate,Makassar,A06,7.4,Resolved,5
101248,2026-02-17,Web,Refund Request,Leisure,Jakarta,A13,23.3,Resolved,5
101249,2026-02-17,App,Refund Request,First-time,Jakarta,A10,12.6,Resolved,5
101250,2026-02-17,Call Center,Booking Change,First-time,Bali,A08,7.7,Resolved,2
101251,2026-02-17,Web,Flight Delay,Corporate,Surabaya,A07,7.1,Resolved,5
101252,2026-02-17,WhatsApp,Complaint,First-time,Jakarta,A12,29.5,Resolved,4
101253,2026-02-17,Web,Cancellation,Business,Jakarta,A06,22.8,Open,
101254,2026-02-17,App,Flight Delay,Business,Jakarta,A15,12.3,Resolved,2
101255,2026-02-17,Email,Complaint,Business,Bali,A03,30.2,Resolved,4
101256,2026-02-17,Web,Booking Change,Business,Jakarta,A02,3.4,Resolved,4
101257,2026-02-17,Call Center,Refund Request,Leisure,Medan,A01,24.7,Resolved,3
101258,2026-02-17,Call Center,Complaint,Leisure,Surabaya,A03,10.5,Resolved,5
101259,2026-02-17,Web,Baggage Issue,First-time,Surabaya,A08,17.5,Resolved,5
101260,2026-02-17,App,Flight Delay,Corporate,Medan,A05,4.0,Resolved,5
101261,2026-02-17,Web,Baggage Issue,Business,Makassar,A01,12.0,Resolved,5
101262,2026-02-17,WhatsApp,Cancellation,Corporate,Makassar,A05,12.5,Resolved,4
101263,2026-02-17,Email,Booking Change,Leisure,Makassar,A03,5.9,Open,
101264,2026-02-17,Email,Refund Request,Leisure,Medan,A06,17.9,Resolved,5
101265,2026-02-17,Email,Refund Request,Leisure,Bali,A04,29.3,Resolved,3
101266,2026-02-17,Web,Refund Request,Business,Bali,A09,35.6,Resolved,5
101267,2026-02-17,WhatsApp,Booking Change,Corporate,Surabaya,A04,5.6,Resolved,1
101268,2026-02-17,App,Baggage Issue,First-time,Jakarta,A06,16.6,Resolved,5
101269,2026-02-17,WhatsApp,Loyalty/Account,Corporate,Medan,A04,3.4,Resolved,5
101270,2026-02-17,WhatsApp,Baggage Issue,Corporate,Medan,A02,24.6,Resolved,1
101271,2026-02-17,WhatsApp,Booking Change,First-time,Medan,A14,7.2,Resolved,4
101272,2026-02-18,Web,Booking Change,Business,Surabaya,A13,4.4,Resolved,1
101273,2026-02-18,Web,Flight Delay,Corporate,Medan,A06,10.3,Resolved,5
101274,2026-02-18,Web,Cancellation,First-time,Surabaya,A10,15.4,Resolved,1
101275,2026-02-18,App,Baggage Issue,First-time,Jakarta,A03,18.6,Resolved,2
101276,2026-02-18,Email,Loyalty/Account,First-time,Jakarta,A06,2.6,Resolved,5
101277,2026-02-18,App,Booking Change,Corporate,Bali,A02,7.8,Resolved,4
101278,2026-02-18,App,Refund Request,First-time,Surabaya,A10,48.6,Resolved,4
101279,2026-02-18,Web,Refund Request,First-time,Makassar,A08,14.5,Resolved,5
101280,2026-02-18,App,Cancellation,First-time,Bali,A10,15.7,Resolved,5
101281,2026-02-18,App,Complaint,Leisure,Surabaya,A05,15.1,Resolved,5
101282,2026-02-18,Email,Complaint,Leisure,Bali,A08,32.8,Resolved,1
101283,2026-02-18,App,Flight Delay,Leisure,Surabaya,A15,16.7,Resolved,4
101284,2026-02-18,Email,Booking Change,Corporate,Makassar,A04,5.4,Resolved,5
101285,2026-02-18,Web,Refund Request,Leisure,Makassar,A08,35.1,Resolved,1
101286,2026-02-18,Email,Cancellation,Leisure,Bali,A08,12.2,Resolved,5
101287,2026-02-18,Call Center,Booking Change,First-time,Bali,A11,6.6,Resolved,5
101288,2026-02-18,WhatsApp,Complaint,First-time,Medan,A04,28.7,Resolved,5
101289,2026-02-18,Call Center,Complaint,Leisure,Medan,A13,22.1,Resolved,5
101290,2026-02-18,Call Center,Flight Delay,Business,Medan,A15,15.1,Resolved,5
101291,2026-02-18,WhatsApp,Booking Change,Business,Jakarta,A10,8.2,Resolved,2
101292,2026-02-18,Web,Complaint,Corporate,Jakarta,A15,35.2,Resolved,5
101293,2026-02-18,Call Center,Complaint,Leisure,Medan,A09,19.0,Resolved,2
101294,2026-02-18,Web,Baggage Issue,Leisure,Jakarta,A12,0.5,Resolved,5
101295,2026-02-18,Email,Flight Delay,Business,Makassar,A04,5.2,Resolved,5
101296,2026-02-18,Call Center,Booking Change,Corporate,Jakarta,A15,10.8,Resolved,1
101297,2026-02-18,Email,Booking Change,First-time,Medan,A07,3.3,Resolved,2
101298,2026-02-18,Email,Refund Request,Business,Medan,A06,48.1,Resolved,2
101299,2026-02-18,Email,Flight Delay,First-time,Bali,A11,10.6,Resolved,2
101300,2026-02-18,App,Loyalty/Account,Leisure,Jakarta,A10,6.2,Resolved,5
